Name,Description,Image URL
Cherry Caramel,"Cherry Caramel Phlox produces wave after wave of flowers in a gorgeous, subdued tan colour with cherry red centres. The branched stems are excellent as cut flowers, and they really fill a patio container. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1226-Phlox-Cherry-Caramel-0X7A9149_515x640_crop_center.jpg?v=1572889763
Stinging Nettle,"Although maligned in modern times due to its hairy leaves that cause skin irrititations, Stinging Nettle actually has many favourable attributes.... Read More",//www.westcoastseeds.com/cdn/shop/products/3_319c4022-dcb4-42b9-bfb1-e8409c6b0d63_515x640_crop_center.png?v=1677790250
California Bluebell,"Its bell-shaped flowers are intensely blue and very attractive to wild bees and other pollinators. This plant only grows to about 70cm (28"") tall, so it can work in larger containers, but it is happiest in full sun or partial shade in average garden soil. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3835-California-Bluebell-0X7A6435_515x640_crop_center.jpg?v=1628535411
Tohya Edamame,"Tohya soybean seeds are our earliest maturing edamame option. They produce plump, slightly furry pods on stocky bush plants that grow to only 60cm (24"") tall. The pods average three seeds each, maturing in a concentrated set for easy harvest. Read More",//www.westcoastseeds.com/cdn/shop/products/BN174-Tohya-Soybean-Seeds-2_515x640_crop_center.jpg?v=1610651945
Bridal Silk,"Papaver rhoeas. Growing to 40-60cm (15-25"") tall, these delicately silky, white poppies with yellow anthers are stunning as they sway in the... Read More",//www.westcoastseeds.com/cdn/shop/files/FL1229-Bridal-Silk-106255-01-Papaver-rhoeas__Aug2023_V_VanHemert_Edited_515x640_crop_center.jpg?v=1698873358
Cardoon Artichoke Seeds,This striking perennial heirloom is grown as an ornamental artichoke but its leaf stalks and stems are edible. Read More,//www.westcoastseeds.com/cdn/shop/products/AR104_Cardoon-1_515x640_crop_center.jpg?v=1610586495
Dragon's Fire,"A wild variety, this unique arugula has purple/red veins dramatically etched onto shapely green leaves. Plants are vigorous and has uniform... Read More",//www.westcoastseeds.com/cdn/shop/products/MS571Dragon_sFireWildRocketTZ5204DragonsFirePlot105_8_515x640_crop_center.jpg?v=1668120046
Fiesta Gitana,"Fiesta Gitana calendula seeds are a dwarf selection of double flowers in a rich, warm range of colours from deep orange to pastel cream. Plants are compact, growing to only 30-35cm (12-14"") tall, so they are perfectly suited for containers or edging the garden bed. Read More",//www.westcoastseeds.com/cdn/shop/products/Fiesta-Gitana-Calendula-Seeds-FL2053-1_515x640_crop_center.jpg?v=1610654290
Winter Density,"Grow this unique, flavourful English variety in spring, summer, or fall; as it is frost tolerant and quite bolt resistant. Read More",//www.westcoastseeds.com/cdn/shop/products/LT461-1_515x640_crop_center.jpg?v=1610579560
Short Blend Sunflowers,"This selection of our loveliest short-growing sunflower seeds brings a mix of variety and spontaneity to the sunflower patch. Ideal for small city gardeners, they can also be grown in containers. Read More",//www.westcoastseeds.com/cdn/shop/products/Short-Blend-Sunflowers_515x640_crop_center.jpg?v=1610656995
Apricotta,An innovative twist to the classic cosmos! The large flowers glow a warm apricot that blends to soft pink towards the centre.... Read More,//www.westcoastseeds.com/cdn/shop/files/EfYnIXke3a9AjuJdKPlKrcQBVjki9wJSWjj-PfOiF3QSFw_515x640_crop_center.jpg?v=1698865977
Deer Resistant Wildflower Blend Seeds,"A blend of wildflowers that are not preferred food sources for deer or are resilient to being foraged. In times of weak grazing, deer may still nibble on these plants, but the contents of Deer Resistant wildflower seeds were chosen for their resilience to deer. Read More",//www.westcoastseeds.com/cdn/shop/files/FL3450Deerresistantblend_Aug2023_Vendor_ApplewoodDEER-1104_515x640_crop_center.jpg?v=1693241661
Kees' Orange,"Upright marigolds that feature large, deeply orange flowers with highly ruffled petals. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4022-Kees_-Orange-TA-2740-02_515x640_crop_center.jpg?v=1625683243
Toma Verde,Toma Verde Tomatillo seeds are easy to grow with prolific yields of early-maturing tomatillos. Compact heirloom plants from Toma Verde tomatillo seeds are hardy and adapt well to a variety of climates. Read More,//www.westcoastseeds.com/cdn/shop/products/0X7A1569_515x640_crop_center.jpg?v=1610654923
Deer Resistant Sprinkle Bag,Beautiful wildflowers for nearly any location! Great for planting anywhere wandering deer are a nuisance. The annual and perennials wildflowers in this mix bloom over a long period from spring to frost. Read More,//www.westcoastseeds.com/cdn/shop/products/Deer-Resistant-Blend-Wildflower-Seeds_FL3450R_515x640_crop_center.jpg?v=1610656212
Wild Arugula,"This open, lacy-leaved plant has a bit more of the well-loved arugula spiciness. Gather leaves all summer. Read More",//www.westcoastseeds.com/cdn/shop/products/Wild-Arugula-Seeds-MS500-1_515x640_crop_center.jpg?v=1610587912
Southern Prairies Wildflower Blend,"The wildflowers in this blend are native to the plains if south-central Canada and the northern United States. They have been specially selected for the Southern Prairies Wildflower Blend. These North American native species thrive in landscapes with cold winters and hot summers, and they once occurred in abundance, mixed with a host of drought tolerant wild grasses Read More",//www.westcoastseeds.com/cdn/shop/products/FL3866-Southern-Prairies-Blend-HPNA-901_515x640_crop_center.jpg?v=1610654912
Rossa di Verona Radicchio,Sow Rossa di Verona chicory seeds in May/June and transplant in July for fall harvest. Cut off all the leaves above the crown in early fall. Read More,//www.westcoastseeds.com/cdn/shop/products/MS509_Rossa-di-Verona-1_515x640_crop_center.jpg?v=1610589252
Purple Peony,"The dramatic, peony-shaped flowers only open for one day, but appear from July through September. They can grow to 10cm (4"") across. Highly attractive to bees, but resistant to grazing deer. Expected plant height to 90cm (36""). Read More",//www.westcoastseeds.com/cdn/shop/products/FL4020-Purple-Peony-PA-2965-18_515x640_crop_center.jpg?v=1625436495
Greek Oregano Organic,"Greek oregano organic seeds are CERTIFIED ORGANIC! Greek oregano offers the best, most pungently flavoured oregano leaves for cooking. Plants are very hardy when established and impart a wonderful wild mountain aroma in the garden with their tiny white or pink flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1117-1_515x640_crop_center.jpg?v=1610579701
King Size Appleblossom,"Almost pure white and blush deep coral pink as they age, these elaborate flowers open up to 8cm (3"") across, with slightly curled petals. They top stems around 102cm (40"") tall and bloom all summer. Be sure to take frequent harvests of cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4005-King-Size-Appleblossom-CA-2977-06_515x640_crop_center.jpg?v=1625080935
Hungarian Blue,"Hungarian Blue poppies produce elegant purple flowers atop tall, strong stems. From flower bud to seed pod stages, they are highly ornamental, and grow to around 60cm (24"") tall. Save the dried seed pods for arrangements, and empty out the edible seeds for use in breads and spreads. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1225_Poppy-Blue-Hungarian-IMG_8451_515x640_crop_center.jpg?v=1571939919
Oklahoma Ivory,"Zinnia elegans. Fluffy, medium-sized flowerheads with long but strong stems growing up to between 30–40"" tall. Oklahoma Ivory has golden centres, lending... Read More",//www.westcoastseeds.com/cdn/shop/products/FL4051ZinniaOklahomaIvory_515x640_crop_center.jpg?v=1668125451
Perennial Ryegrass Organic,"With the ability to go from seeding to a mowable lawn in just 21 days, this is one of the fastest growing grasses of all. It is a very tough, hardy grass that forms clumps, rather than spreading by rhizomes, and it regenerates easily from wear. Read More",//www.westcoastseeds.com/cdn/shop/products/CC513-Perennial-Ryegrass-Organic_515x640_crop_center.jpg?v=1610586531
Picolino Organic,"Picolino is a fine example of a parthenocarpic type cucumber: It produces only female flowers, so the vines are really productive. And the fruits are seedless unless they are cross pollinated with another variety. Read More",//www.westcoastseeds.com/cdn/shop/products/CU403-1_515x640_crop_center.jpg?v=1610656383
Oklahoma Salmon,"Zinnia elegans. Fluffy, medium-sized flowerheads with long but strong stems growing up to between 30–40"" tall. The petals of Oklahoma Salmon blends... Read More",//www.westcoastseeds.com/cdn/shop/products/FL4052ZinniaOklahomaSalmon_515x640_crop_center.jpg?v=1668125503
Baby Blue Spiral,"One of the most popular for flower arrangements and bouquets, this eucalyptus uniquely retains its rounded juvenile leaves into maturity. A waxy... Read More",//www.westcoastseeds.com/cdn/shop/files/EZ-IA0VXW7ZJnzXz6jtJmAcBXrGU-5ecR0s1F58Smpl2FA_515x640_crop_center.jpg?v=1698865997
Solar Power,"Striking bi-coloured petals are mahogany with bright yellow tips around a dark brown centre for amazing contrast on 1.7m (5.5') tall plants. Solar Power has thick, strong stems, but it is surprisingly nice as a cut flower, dominating any bouquet with its large size and flashy colour. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3254-2_515x640_crop_center.jpg?v=1610653966
The Blues Mix,"The mix of large and small flowers appear in blues, purples, and white, but all with the ruff of fully double petals. An excellent choice for the cut flower garden, it blooms from July to October on strong, upright, multi branching stems to a height of 75cm (30""). Read More",//www.westcoastseeds.com/cdn/shop/products/FL4013-The-Blues-Mix-CAMIX02-01_515x640_crop_center.jpg?v=1625430595
Flowerburst Fruit Bowl,"A gorgeous blend of yarrow in a variety of vivid colours, including lemon yellow, peach, plum and cherry red, as well as... Read More",//www.westcoastseeds.com/cdn/shop/files/EW0D1gfqnZBOhqx-AXFrl58BJlKwCIdgmbbpyRLgn0J1dw_515x640_crop_center.jpg?v=1698866022
Mignonette Alpine,"Mignonette alpine strawberry seeds produce fruits that grow bigger than most alpine strawberries. Bright red, deliciously sweet, and easy to care for. The compact perennial plants form pretty little mounds that will bear strawberries the first year. Read More",//www.westcoastseeds.com/cdn/shop/products/FR820_Mignonette_Strawberry_seeds_1_515x640_crop_center.jpg?v=1610588481
Janet Scott,"This grandiflora variety has large, pale pink flowers with intense fragrance. Janet Scott is a famous old heirloom sweet pea that was first introduced by W. Atlee Bupee in 1903. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3286_Janet-Scott_Pink_sweet_pea_seeds_1_515x640_crop_center.jpg?v=1610656296
French Breakfast Seed Tape (2.5m) - 2/pk,A seed tape version of this popular heirloom that dates from the 1880s. These elongated radishes are red at the top and... Read More,//www.westcoastseeds.com/cdn/shop/files/RD680-2_5b24f5f6-e8d8-4e3d-bab0-9b6f04160a01_515x640_crop_center.jpg?v=1697653314
Comfrey,Symphytum Officinale. Comfrey is the perennial cousin of borage and their pink and blue blooms attract just as many pollinators. This... Read More,//www.westcoastseeds.com/cdn/shop/products/1_dc590485-1c44-4494-9beb-d313533cbb84_515x640_crop_center.png?v=1677790218
Autumn Beauty,"Tall 1.5m (5') plants are literally covered with 13cm (5"") blooms. Some plants have as many as twenty blooms or more. Autumn Beauty is a very showy mixture of colours including golden yellow, bronze, brown, and burgundy. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3262-1_515x640_crop_center.jpg?v=1610581776
Winter Blend,Our premium blend of our most popular cold-hardy winter kale for sowing mid-summer and harvest throughout the late fall and winter. Read More,//www.westcoastseeds.com/cdn/shop/products/KL420-1_515x640_crop_center.jpg?v=1610656141
Galeux d'Eysines,Galeux d'Eysines pumpkin seeds produce a lovely French HEIRLOOM pumpkin with salmon pink coloured skin covered in peanut-like warts caused by sugar swelling in the skins. Read More,//www.westcoastseeds.com/cdn/shop/products/PU558-Galeux-d_Eysines-0X7A0579_515x640_crop_center.jpg?v=1610657131
Cut Flower Blend,This versatile blend contains flowers that are equally beautiful in garden beds and in bouquets as they are long lasting cut flowers.... Read More,//www.westcoastseeds.com/cdn/shop/files/EQGAgmU7zOBGt723ZB2wiegB1JV3CJnAqJi7Lrtg2uZWqw_515x640_crop_center.jpg?v=1698865953
Mother of Pearl,"Papaver rhoeas. A breathtaking blend of crepe papery and subtly hued poppies, from dusty roses to muddy mauves, smoky strawberries to pearl... Read More",//www.westcoastseeds.com/cdn/shop/files/FL1223-Mother-of-Pearl-106260-01-Papaver-rhoeas_Aug2023_V_VanHemert_Edited_515x640_crop_center.jpg?v=1698873212
Miriam Sponge Gourd,"Miriam Sponge Gourd Luffa, known as sin gua (or sen qua) in Cantonese, the “angled sponge gourd” is a triple purpose vegetable. Its immature fruits are like a cross between cucumber and zucchini, and are widely used in Asian cuisine. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ767_Miriam-Sponge-Gourd-Luffa-Seeds_515x640_crop_center.jpg?v=1610656724
Rainbow Mix,"Snapdragon Rainbow Mix seeds are a beautiful, traditional garden favourite that have been selected for their colour richness: from the palest to the deepest pinks, coral, blood-red, and yellow. Expect some bi-coloured flowers as well. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3206-1_515x640_crop_center.jpg?v=1610584147
Giant Winter Organic,"Giant Winter Organic spinach was bred specifically for autumn, winter, and early spring harvests. It is the most cold hardy spinach, and will thrive in a winter greenhouse or polytunnel, our outdoors under a layer of mulch. Read More",//www.westcoastseeds.com/cdn/shop/products/SP717-Giant-Winter-1935_515x640_crop_center.jpg?v=1576613002
Red Columbine,"Red Columbine's wonderful flowers appear mid-spring to early summer, with spurs at the back that are generous with nectar, luring hummingbirds, butterflies, and long tongued bees. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1214-Red-Columbine_MG_0516_515x640_crop_center.jpg?v=1610587364
Gold Rush,Glorious flavour and crisp texture make Gold Rush bush bean seeds a great choice for pickling and freezing. The beans are bright yellow with green tips. Read More,//www.westcoastseeds.com/cdn/shop/products/BN161-1_515x640_crop_center.jpg?v=1610654108
Honey Select,"A winner of the All-America Selections award, Honey Select corn seeds were bred for the home gardener, and the plants do not require isolation from other varieties to produce their fantastic flavour. This is the sweetest variety for the home grower. Read More",//www.westcoastseeds.com/cdn/shop/products/CN363-1_515x640_crop_center.jpg?v=1610652197
Little Gem Seed Tape (2.5m) - 2/pk,"A seed tape version of this award-winning, personal size romaine. When picked at 15cm (6"") tall, they will have developed their tasty... Read More",//www.westcoastseeds.com/cdn/shop/files/LT476-1_47404da2-d727-44eb-a34b-9539d1f323c7_515x640_crop_center.jpg?v=1697652566
Crocus Botanical Mix 20/pk,"A delightful assortment of blue, violet, yellow and white adds a spalsh of colour overtop grass-like foliage. These crocuses will... Read More",//www.westcoastseeds.com/cdn/shop/files/BU326Botanicalmix3_515x640_crop_center.jpg?v=1721683321
Redwing,"The ultimate in a red-skinned storage onion, this one stores nearly as well as Copra. Sow Redwing storage onion seeds early to accommodate for its long days to maturity. Read More",//www.westcoastseeds.com/cdn/shop/products/ON558-1_515x640_crop_center.jpg?v=1610655982
Under the Sea Mix,"Under the Sea is beautiful blend of ivory, coral, magenta zinnias. All of them are varieties recommended for bouquets so they make... Read More",//www.westcoastseeds.com/cdn/shop/files/FL3503UndertheSeaZEUS-1801_Vendor_Applewood_515x640_crop_center.jpg?v=1685123175
Allium Caeruleum (Azureum) 20/pk,Experience a breathtaking sea of azure blue. The small globes of Allium Azureum create a stunning backdrop as they bloom from... Read More,//www.westcoastseeds.com/cdn/shop/files/BU32842801Alliumcaeruleum_515x640_crop_center.jpg?v=1721682990
Ranunculus Mixed 5/pk,"Ranunculus is a genus of plants that includes over 500 species, including the annoying buttercup that appears in lawns. This is a... Read More",//www.westcoastseeds.com/cdn/shop/files/BU413Ranunculusmix_515x640_crop_center.jpg?v=1721752032
Darkness,"The incredibly dense, frilly leaves are green with deep, deep red edges. The stiff frills help to separate other leaves in salads as well as adding a lovely red colour. Read More",//www.westcoastseeds.com/cdn/shop/products/LT482-1_515x640_crop_center.jpg?v=1610582288
Old Spice Blend,"The best sweet pea choice for warmer climates or gardens, Old Spice Blend sweet pea seeds are a mix of old heirloom varieties that have weathered the test of time. Solid colours and some streaked flowers appear in cream, rose, white, pink, and purple on long stems that you'll want to bring inside as cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3280-Old-Spice_0X7A1149_515x640_crop_center.jpg?v=1610577327
Suyo Long Organic,"This wonderful old heirloom cucumber is originally from northern China. The fruits are almost seedless, always non-bitter, burpless, crisp, and tender. Read More",//www.westcoastseeds.com/cdn/shop/products/CU394-1_515x640_crop_center.jpg?v=1610656751
Gold Nugget,"Determinate plants 61 cm (24"") tall. An ideal choice for containers and small garden spaces. Read More",//www.westcoastseeds.com/cdn/shop/products/TM780-12_515x640_crop_center.jpg?v=1610656967
Sweetness Dianthus,"Sweetness Dianthus seeds are the Fleuroselect award winning variety and much loved for their ability to produce flowers in the first year of growth. The variable, frilled, pink to white flowers appear from July to October atop stems that grow only 15cm (6"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2058-Dianthus-Sweetness_515x640_crop_center.jpg?v=1610589256
Gypsy White Improved,"Gypsy White Improved produces copious semi-double flowers in dense arrays over tightly packed mounds of foliage. The clumping, rounded plants grow to 25cm (10"") tall, blooming from spring through the summer. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1218-Gypsy-White-Improved-0X7A4265_515x640_crop_center.jpg?v=1610652459
Thai Tower,"Like its sister basil Emerald Tower, Thai Tower basil grows to an astonishing 60-90cm (24-36"") tall in a compact column. The plants are... Read More",//www.westcoastseeds.com/cdn/shop/products/HR1203-Thai-Tower-Basil-Thai-Late-Flowering-0X7A4006_515x640_crop_center.jpg?v=1625001945
Ancho,"Heart-shaped peppers are 7-10cm (3-4"") long with a mildly pungent and slightly sweet taste. In its fresh form (called ""poblano"") it is a very dark, glossy green and is used roasted and stuffed for rellenos (remove skin after roasting). Read More",//www.westcoastseeds.com/cdn/shop/products/PP643-1_515x640_crop_center.jpg?v=1610656651
Black Magic Jalapeno F1 Certified Organic,"CERTIFIED ORGANIC. A unique deep, dark green, almost black, jalapeño that has mild spicy flavour with a floral note. Highly productive, the... Read More",//www.westcoastseeds.com/cdn/shop/products/PP655BlackMagicJalapeno_VENDOR_Genesis_515x640_crop_center.jpg?v=1668119840
Lewis Flax,"This drought tolerant perennial forms clumps of tall, slender stems with narrow, inconspicuous leaves. The plants are crowned with clusters of lovely, pale blue, cup-shaped flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3833-Lewis-Flax-Seeds_515x640_crop_center.jpg?v=1610587201
Red Orach Organic,"Red Orach is a useful, fast-growing, open pollinated plant that makes excellent micro-greens, baby leaf, and salad greens. It brings a burst of colour and flavour to salad mixes, and it can be grown in containers. Read More",//www.westcoastseeds.com/cdn/shop/products/MS564-Red-Orach-IMG_0045_515x640_crop_center.jpg?v=1566412779
Single Orange,"Sprinkle salads and decorate cakes with these edible, tangy petals. The single flowers are the deepest orange from spring through to fall. Single Orange is a great cool-season cutting flower with straight, sturdy stems. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2259-1_515x640_crop_center.jpg?v=1610585923
Biquinho Red,"Biquinho Red peppers grow on highly ornamental plants that form a canopy of dangling fruits above stems just 50cm (20"") tall. They look amazing in containers. Named for the ""little beak"" or pointed tip, these mildly hot chilies originated in Brazil. Read More",//www.westcoastseeds.com/cdn/shop/products/PP685_Biquinho-0X7A0409_515x640_crop_center.jpg?v=1583772027
Mont Blanc,"Stunning the garden, these snowy white mallows make excellent cut flowers. Gleaming white, massive 10cm (4"") wide flowers glow in the moonlight. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2905-1_515x640_crop_center.jpg?v=1610654065
Madonna,"This new hybrid forms a blanket of incredibly uniform flowers that keep coming all summer, with new flowers emerging over the faded ones. Just about 15% of the flowers have petals that are frilled at the tips. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4002-Leucanthemum-x-superbum-Madonna--0X7A1879_515x640_crop_center.jpg?v=1602194015
Shokichi Red Mini Kabocha,"This productive, mini kabocha is a red-skinned version of Shochiki Green. Expect the same five to seven fruits per plant, only slightly larger, with dark orange, fine grained flesh. The flavour is sweet and nutty — roasting certainly elevates the sweetness. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ805-Shokichi-Red-0X7A8333_515x640_crop_center.jpg?v=1610656186
Sugar and Spice,"Medium tall plants with dark green, feathery foliage and very upright growth. Atop each 40cm (16"") tall plant grows a large, exquisite, fully double flower with creamy white petals. The carnation-like flowers really are stunning and up to 5cm (2"") wide. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4021-Sugar-and-Spice-TA-2300-02_515x640_crop_center.jpg?v=1625518466
Dolce Fresca,"After harvest, it rebounds to its previous tidy shape. The large leaves of Dolce Fresca are among the nicest Genovese basils we’ve tried. It looks fantastic in patio containers, or just growing in any well drained herb bed. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1189-Dolce-Fresca_515x640_crop_center.jpg?v=1610589354
Pumpkin on a Stick,"Pumpkin on a Stick is a crazy cousin of the traditional eggplant. Small orange fruits develop along prickly stems that emerge from attractive, bushy plants at the end of summer. The fruits are used in certain Asian dishes, but they are bitter and need to be prepared carefully. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3907-Pumpking-on-a-Stick-IMG_6514_515x640_crop_center.jpg?v=1610654849
Green Magic,"Perfect for summer harvests, Green Magic broccoli holds well with improved hybrid bolt resistance. Considered a mid/early variety, it's also good for fall harvests. Read More",//www.westcoastseeds.com/cdn/shop/products/BR181-1_515x640_crop_center.jpg?v=1610656501
Baby’s Breath Gypsophila,Grow this annual for cut flowers to fill out a bouquet or to dry on their own. Or mix some Gypsophila seeds in where grass is allowed to grow tall for a stunning ethereal effect all summer. Read More,//www.westcoastseeds.com/cdn/shop/products/Single_Baby_s-Breath_IMG_5139_515x640_crop_center.jpg?v=1610654547
Crystal Apple,"At maturity, these novel heirloom cucumbers resemble Granny Smith apples with their pale green skins. The skin is tender and thin with fine white spines, and the fruit has a mild flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CU396-1_515x640_crop_center.jpg?v=1610586304
Milena Organic,"This thick-walled orange bell pepper was bred for early maturity and disease resistance. The three to four lobed fruits are crisp and tasty, and abundant in the greenhouse or open field. Read More",//www.westcoastseeds.com/cdn/shop/products/PP667-Milena-0X7A8314_515x640_crop_center.jpg?v=1610589606
Taylor Horticultural,"Thick, flat, oval, cream and red pods average around 15cm (6"") in length, and house seeds that are buff splashed with dark red. Read More",//www.westcoastseeds.com/cdn/shop/products/BN159-Taylor-Hort-0X7A8927_515x640_crop_center.jpg?v=1610656333
King Size White,"King Size White features large, luxuriant flowers that open up to 8cm (3"") across topping stems around 90cm (35"") tall. Be sure to take frequent harvests of cut flowers, or at least keep the plants dead-headed to prolong and enhance the bloom time. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4010-King-Size-White-CA-2995-06_515x640_crop_center.jpg?v=1625088264
Shokichi Green Mini Kabocha,Compact vine forming plants produce five to seven fruits each with grey-green skins patterned with light grey streaks. The sweet flesh is bright orange with fine texture and a flavour reminiscent of roasted chestnuts when baked. Read More,//www.westcoastseeds.com/cdn/shop/products/SQ807-Shokichi-Green-0X7A9233_515x640_crop_center.jpg?v=1610656948
Jasmine Tobacco,"This flowering tobacco stands regally in the garden at 1-1.5m (3-5') tall, with a cascading head of pure white, tubular flowers that attract moths and hummingbirds. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3014-1_515x640_crop_center.jpg?v=1610656723
UC157 F2,UC157 F2 asparagus seeds are an outstanding variety for the Coast and other mild climate areas. This variety gives the advantage of earlier production and heavier total yields than some of the older commercial varieties. Read More,//www.westcoastseeds.com/cdn/shop/products/AS106-1_515x640_crop_center.jpg?v=1610577808
Romanesco,"The large, open, bushy heirloom plant produces distinctively ribbed Italian heirloom zucchini 30-40cm (12-16""). Fruit are long with pale green flecks and ribs on dark, grayish green skin. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ724-1_515x640_crop_center.jpg?v=1610652605
Pink Popcorn,"This early maturing popcorn has tall plants with two ears each, that average 13-15cm (5-6"") long. Pink Popcorn corn seeds produce excellent popping corn that yields lots of fluffy white kernels with a great rich flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CN365-1_515x640_crop_center.jpg?v=1610577624
Dragon Tongue,"Technically a wax bean until it develops its purple streaks, this beautiful Dutch heirloom is wonderful to eat fresh, or to save and use as dried beans. Read More",//www.westcoastseeds.com/cdn/shop/products/BN140-Dragon-Tongue-0X7A8485_515x640_crop_center.jpg?v=1610652105
King Size Apricot,"King Size Apricot China Asters are some of the most sensational cut flowers we know of. The large, pale pink flowers are showy without being garish, and luxuriant without going over the top. Read More",//www.westcoastseeds.com/cdn/shop/products/FL_China-Aster-King-Size-Apricot-0X7A8348_515x640_crop_center.jpg?v=1576612977
Lavender Lady,"Also known as Common globe amaranth, these spherical lavender flowers that resemble clover flowers bloom from summer through to fall. This deceptively... Read More",//www.westcoastseeds.com/cdn/shop/files/EXZu4HAnzs9DgMr7GUhqOwQBgrA2-8wF95sRzdEuGZk8Qg_515x640_crop_center.jpg?v=1698866009
Dukat Dill,Dukat dill seeds produce dill with a particularly fine bouquet and flavour. The darker-than-usual leaves are excellent fresh or dried. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1077-1_515x640_crop_center.jpg?v=1610589429
Diplomat,"The thick, pale green flesh of this Galia-type melon has a rich, almost tropical aroma and taste. Diplomat Honeydew is tolerant to powdery mildew as well. Read More",//www.westcoastseeds.com/cdn/shop/products/ML514-1_515x640_crop_center.jpg?v=1610577838
EarliChamp,"The fruit from EarliChamp cantaloupe seeds are larger and heavier, and the plant has an improved array of disease resistance - Powdery Mildew Resistance, Fusarium Wilt Resistance races 0 & 2. Best of all, the thick orange flesh is wonderfully sweet with a Brix rating of 12-14%... Sweet! Read More",//www.westcoastseeds.com/cdn/shop/products/ML502-1_515x640_crop_center.jpg?v=1610581463
Biodiversity Blend,"As organic gardeners, we believe that biodiversity begets biodiversity. Plant a wide variety of flowers, and it will attract a wide variety of pollinators. The hugely diverse flowers of the thirty flower species in the Biodiversity Blend are variously shaped, scented, and sized. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1218-Biodiversity-Blend-0X7A3670_portrait_515x640_crop_center.jpg?v=1655492579
Lace Pink,"This lace flower features dainty umbels of the palest pink blossoms that bloom atop branching, upright stems with plentiful buds but few... Read More",//www.westcoastseeds.com/cdn/shop/files/EXksVh4BfNtChTi9zcZpa0sB8KzMlBga-jzBt8l_UljjWw_515x640_crop_center.jpg?v=1698866005
Hungarian Cheese Blend,"High yielding, extremely early, picture perfect, mini bell peppers maturing to red, orange, and yellow. Hungarian Cheese Blend Pepper Seeds are named after the heirloom pumpkin because the shape is so similar. Read More",//www.westcoastseeds.com/cdn/shop/products/PP660-Hungarian-Cheese-Blend-0X7A0304_515x640_crop_center.jpg?v=1610656275
Black Beauty Mini Watermelon,"Crisp, juicy melons with dark, striped, firm skin over rich red flesh. Black Beauty Mini Watermelon seeds grow nice and compact plants with excellent flavour. Fruits grow 2 to 2.5kg (4-5.5 lbs). Read More",//www.westcoastseeds.com/cdn/shop/products/ML509-Black-Beauty-0X7A2152_515x640_crop_center.jpg?v=1610579829
Drunken Woman Organic,"Drunken Woman is one of the last lettuces to bolt in summer, and she'll last in cool autumn weather, too. Gorgeous in the garden and on the plate, the leaves are crisp and flavourful. Read More",//www.westcoastseeds.com/cdn/shop/products/LT489-1_515x640_crop_center.jpg?v=1610656070
Classic Magic,"A melodramatic mix of light and dark cornflowers: deep plums, moody mauves, light lavendars with purple centres. Some of the darkest flowers... Read More",//www.westcoastseeds.com/cdn/shop/files/EYIFoIJBvOhEszD3PQE2fosB796qVcFH3rBN7HityvpJoQ_515x640_crop_center.jpg?v=1698865981
Polar Bear,"Polar Bear Zinnias bear gorgeous, creamy white flowers atop straight, upright stems that grow 75-100cm (40-50"") tall. The 10cm (4"") wide flowers appear from summer to fall, attracting butterflies, bumblebees, and other pollinators. Read More",//www.westcoastseeds.com/cdn/shop/products/Polar-Bear-Zinnia-801_515x640_crop_center.jpg?v=1610577917
Kincho,"A standard green onion for summer and fall production, Kincho scallion seeds are Japanese type scallions with dark-green leaves and tall, straight, single-stalk stems that do not bulb. Read More",//www.westcoastseeds.com/cdn/shop/products/ON569-1_515x640_crop_center.jpg?v=1610654904
